 NO,BULAN,TGL BAGI WO,NAMA PELANGGAN,STO,KETERANGAN,MITRA, SEGMEN,PAKET,AREA
1,MEI,14/05/2024,Rumah Dinas Kabid TIK Polda Lampung,KDT,a. PS,STN,DBS,50MBPS,INNER
2,MEI,19/05/2024,TOKO ADAM,TJK,a. PS,KPU,DBS,100MBPS,INNER
3,MEI,08/05/2024,Polda Lampung,TJK,a. PS,GTM,DBS,50MBPS,INNER
4,MEI,09/05/2024,PT SINAR MUSI JAYA,SRW,KENDALA BUTUH PT2NS/PT3,STN,DBS,50MBPS,INNER
5,MEI,14/05/2024,SMAN 1 SIMPANG PEMATANG,UNT,a. PS,TA,DBS,200MBPS,METRO
6,MEI,15/05/2024,RSU HERMINA LAMPUNG,TJK,a. PS,KPU,DBS,50MBPS,INNER
7,MEI,17/05/2024,TOKO TASYA,TJK,e. CANCEL,KPU,DBS,50MBPS,INNER
8,MEI,11/05/2024,Less Catino Lampung,KDT,KENDALA BUTUH PT2NS/PT3,STN,DBS,50MBPS,INNER
9,MEI,10/05/2024,PT LAMITEL,KDT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50MBPS,INNER
10,MEI,20/05/2024,DAPOER JUKUNG,TJK,a. PS,KPU,DBS,50MBPS,INNER
11,MEI,09/05/2024,PT PEMBAYARAN BERSAMA SEJAHTERA  ,GDT,a. PS,BTO,DBS,100MBPS,PRINGSEWU
12,MEI,08/05/2024,BASTA BILLIARD  ,GDT,a. PS,BTO,DBS,100MBPS,PRINGSEWU
4,MEI,10/05/2024,TOKO ADI JAYA,MGA,a. PS,TA,DBS,50MBPS,METRO
5,MEI,20/05/2024,PT BINTANG SUMATERA EXPRESS  ,UNT,a. PS,BTO,DBS,50MBPS,METRO
5,MEI,10/05/2024,INDO SABLON,MGA,a. PS,BTO,DBS,100MBPS,METRO
6,MEI,13/05/2024,SMAN 1 BANDAR SRIBHAWONO,LAM,a. PS,BTO,DBS,300MBPS,METRO
7,MEI,13/05/2024,SMA NEGERI 1 TANJUNG RAYA,MGA,a. PS,TA,DBS,200MBPS,METRO
8,MEI,13/05/2024,GEREJA KATOLIK METRO,MET,a. PS,GTM,DBS,150MBPS,METRO
9,MEI,14/05/2024,SMK NEGERI 1 BANJAR MARGO,UNT,a. PS,TA,DBS,150MBPS,METRO
10,MEI,14/05/2024,SMK MUHAMMADIYAH 1 METRO B,MET,a. PS,GTM,DBS,100MBPS,METRO
11,MEI,14/05/2024,YUPITI KARAOKE FAMILY  ,MGA,a. PS,BTO,DBS,50MBPS,METRO
13,MEI,14/05/2024,PRIVAT AL-FAIZ  ,MET,a. PS,GTM,DBS,100MBPS,METRO
1,JANUARI,11/01/2024,QNN RUMDIN WAKIL BUPATI ,KLA,a. PS,KPU,DGS,50 MBPS,INNER
1,JANUARI,02/02/2024,UPT PAJAK KEC KATIBUNG,KLA,a. PS,KPU,DBS,30 MBPS,INNER
6,JANUARI,12/01/2024,WISATA PUNCAK VIETNAM,LKP,a. PS,SIM,DBS,50 MBPS,INNER
13,JANUARI,24/01/2024,PUSKESMAS KOTA KARANG RAWAT INAP  ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
5,JANUARI,24/01/2024,MTS YPPTQMH AMBARAWA,PRW,a. PS,BTO,DBS,150 MBPS,INNER
18,JANUARI,31/01/2024,SMKN 1 BAKAUHENI,SPS,a. PS,KPU,DBS,200 MBPS,INNER
13,JANUARI,12/01/2024,MPP QQ ADE IKHSAN,TJK,a. PS,KPU,DGS,30MBPS,INNER
13,JANUARI,24/01/2024,YAYASAN TK AR RAUDAH,TJK,a. PS,KPU,DBS,50MBPS,INNER
20,JANUARI,14/01/2024,PT.MITRA BALI SUKSES,TJK,a. PS,STN,DBS,50 MBPS,INNER
2,JANUARI,14/01/2024,MPP QQ MUHADI,KLA,a. PS,KPU,DGS,30MBPS,INNER
52,JANUARI,22/01/2024,PT PERDANA GLOBAL INTERNET CC KRISBOW LAMPUNG,TJK,a. PS,KPU,DBS,50 MBPS,INNER
4,JANUARI,08/01/2024,PERSEROAN TERBATAS BADAN ROYAL AGENCY OF UNIVERSE  ,KDT,a. PS,STN,DBS,50MBPS,INNER
5,JANUARI,08/01/2024,SD NEGERI 1 SUKARAJA  ,TJK,a. PS,KPU,DBS,100MBPS,INNER
23,JANUARI,04/01/2024,SAMSAT RAJABASA QQ CV MAHAKARYA INDONESIA  ,LKP,a. PS,SIM,DGS,50MBPS,INNER
8,JANUARI,04/01/2024,SD NEGERI 1 SUKABUMI INDAH,KDT,a. PS,STN,DBS,50MBPS,INNER
3,JANUARI,02/01/2024,SEKRETARIAT BANWASLU BANDAR LAMPUNG,TJK,a. PS,TA,DBS,200 MBPS,INNER
4,JANUARI,22/01/2024,RSUD MENGGALA - RUANG KEUANGAN,MGA,a. PS,BTO,DGS,100 MBPS,METRO
8,JANUARI,02/01/2024,PT MEDIKA KASIH IBU,NTR,a. PS,BTO,DBS,75 MBPS,INNER
1,JANUARI,03/01/2024,SMP NEGERI 10 BANDAR LAMPUNG,TJK,a. PS,KPU,DBS,200 MBPS,INNER
13,JANUARI,03/01/2024,TOKO SEMBAKO PUTRI BARL,LKP,a. PS,SIM,DBS,100MBPS,INNER
1,JANUARI,02/01/2024,SMP MUHAMMADIYAH AHMAD DAHLAN METRO,MET,a. PS,BTO,DBS,200 MBPS,METRO
6,JANUARI,06/01/2024,SD NEGERI 1 SUSUNAN BARU,TJK,a. PS,KPU,DBS,50MBPS,INNER
1,JANUARI,02/01/2024,SMP PGRI 1 TRIMURJO,MET,a. PS,GTM,DBS,50MBPS,METRO
9,JANUARI,02/01/2024,PONPES PUTRI AL-ULUM,UNT,a. PS,TA,DBS,150 MBPS,METRO
17,JANUARI,02/01/2024,RM PINDANG ALASKA,MGA,a. PS,BTO,DBS,100 MBPS,METRO
18,JANUARI,03/01/2024,SD NEGERI 4 SUKAJAWA,TJK,a. PS,KPU,DBS,50MBPS,INNER
19,JANUARI,03/01/2024,SMP NEGERI 27 BANDAR LAMPUNG,TJK,a. PS,KPU,DBS,100 MBPS,INNER
12,JANUARI,03/01/2024,SD NEGERI 1 KETEGUHAN,TJK,a. PS,KPU,DBS,50MBPS,INNER
21,JANUARI,04/01/2024,SD NEGERI 3 BUMI WARAS,TJK,a. PS,GTM,DBS,100 MBPS,INNER
4,JANUARI,03/01/2024,CV. MAHAKARYA INDONESIA - SAMSAT INDUK KALIANDA,KLA,e. CANCEL,KPU,DBS,50MBPS,INNER
3,JANUARI,03/01/2024,CV. MAHAKARYA INDONESIA - SAMSAT INDUK RAJABASA 2,LKP,e. CANCEL,SIM,DBS,50MBPS,INNER
10,JANUARI,04/01/2024,SD NEGERI 2 SAWAH LAMA,TJK,a. PS,KPU,DBS,100MBPS,INNER
1,JANUARI,05/01/2024,SAMSAT KALIANDA QQ CV. MAHAKARYA INDONESIA,KLA,a. PS,KPU,DGS,100MBPS,INNER
11,JANUARI,04/01/2024,CV SINAR SUKMA WIJAYA,KDT,e. CANCEL,TA,DBS,200MBPS,INNER
12,JANUARI,05/01/2024,DINAS PERDAGANGAN DAN PERINDUSTRIAN,KLA,a. PS,KPU,DGS,50MBPS,INNER
2,JANUARI,02/01/2024,PUSKESMAS YOSODADI METRO,MET,a. PS,BTO,DBS,50MBPS,METRO
2,JANUARI,02/01/2024,YAYASAN MUHAMMADIYAH SANG SURYA,UNT,a. PS,TA,DBS,300 MBPS,METRO
14,JANUARI,05/01/2024,QNN - DPC,KLA,a. PS,KPU,DGS,100MBPS,INNER
3,JANUARI,05/01/2024,PT LAMPUNG BAY SEAFOOD  ,SRW,a. PS,STN,DBS,300 MBPS,INNER
1,FEBRUARI,15/02/2024,PUSKESMAS WAY HALIM 2  ,KDT,a. PS,STN,DBS,100 MBPS,INNER
1,JANUARI,05/01/2024,PT. NUSA KHARISMA RAYA,KDT,a. PS,STN,DBS,50MBPS,INNER
3,JANUARI,05/01/2024,DINAS PERDAGANGAN DAN PERINDUSTRIAN,KLA,a. PS,KPU,DGS,300MBPS,INNER
29,JANUARI,05/01/2024,PT. ANDROMEDA ASASTA MANUNGGAL,KDT,a. PS,STN,DBS,100MBPS,INNER
7,JANUARI,03/01/2024,CV. MAHAKARYA INDONESIA - SAMSAT INDUK METRO,MET,e. CANCEL,BTO,DGS,50MBPS,METRO
8,JANUARI,03/01/2024,CV. MAHAKARYA INDONESIA - SAMSAT INDUK GUNUNG SUGIH,MET,e. CANCEL,BTO,DBS,50MBPS,METRO
3,JANUARI,06/01/2024,KOSAN ERDIA HOUSE ,KDT,a. PS,TA,DBS,50MBPS,INNER
1,JANUARI,06/01/2024,SD NEGERI 1 SUKADANAHAM,LKP,a. PS,SIM,DBS,50MBPS,INNER
2,JANUARI,06/01/2024,CV SINAR SUKMA WIJAYA,KDT,a. PS,STN,DBS,300MBPS,INNER
3,JANUARI,03/01/2024,Richeese Kuliner Indonesia,TJK,e. CANCEL,,DES,50MBPS,INNER
12,JANUARI,06/01/2024,SD NEGERI 1 KAMPUNG BARU,KDT,e. CANCEL,STN,DBS,50MBPS,INNER
11,JANUARI,07/01/2024,DINAS PERDAGANGAN DAN PERINDUSTRIAN,KLA,a. PS,KPU,DGS,150MBPS,INNER
3,JANUARI,31/01/2024,SDN 2 KARANG ANYAR,KDT,a. PS,STN,DBS,50 MBPS,INNER
2,JANUARI,06/01/2024,SD NEGERI 3 LANGKAPURA,LKP,a. PS,SIM,DBS,50MBPS,INNER
18,JANUARI,08/01/2024,CV SINAR SUKMA WIJAYA,KDT,a. PS,STN,DBS,200MBPS,INNER
23,JANUARI,04/01/2024,RUMAH DINAS 1 - PN SUKADANA,SKD,a. PS,GTM,DGS,30 MBPS,METRO
7,JANUARI,04/01/2024,RUMAH DINAS 4 - PN SUKADANA,SKD,a. PS,GTM,DGS,30 MBPS,METRO
21,JANUARI,04/01/2024,LAB UNYAI,MET,a. PS,BTO,DBS,100 MBPS,METRO
22,JANUARI,04/01/2024,RUMAH DINAS 3 - PN SUKADANA,SKD,a. PS,GTM,DGS,30 MBPS,METRO
1,JANUARI,04/01/2024,RUMAH DINAS 5 - PN SUKADANA,SKD,a. PS,GTM,DGS,30 MBPS,METRO
2,JANUARI,04/01/2024,SAMSAT TUBABA QQ CV. MAHAKARYA INDONESIA,MGA,a. PS,TA,DGS,100MBPS,METRO
5,JANUARI,04/01/2024,POLRES METRO LT3,MET,a. PS,BTO,DBS,300MBPS,METRO
6,JANUARI,04/01/2024,RUMAH DINAS 2 - PN SUKADANA,SKD,a. PS,GTM,DGS,30 MBPS,METRO
4,JANUARI,06/01/2024,QNN - RUMAH DINAS BUPATI,KLA,a. PS,KPU,DGS,100MBPS,INNER
1,MARET,04/03/2024,CV RAYA ARTHA MULIA ,KDT,a. PS,STN,DBS,75 MBPS,INNER
1,JANUARI,05/01/2024,PT SUMBER BERKAH LOGISTIK,TJK,KENDALA BUTUH PT2NS/PT3,KPU,DBS,75MBPS,INNER
22,JANUARI,12/01/2024,TRISULA MOTOR,MET,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50MBPS,METRO
23,JANUARI,07/01/2024,DINAS PERDAGANGAN DAN PERINDUSTRIAN,KLA,a. PS,KPU,DGS,150MBPS,INNER
24,JANUARI,08/01/2024,QNN - KANTOR BUMD,KLA,a. PS,KPU,DGS,100MBPS,INNER
13,JANUARI,04/01/2024,LAPAS KELAS IIA KOTABUMI POS WADAN,KBI,a. PS,GTM,DBS,50MBPS,PRINGSEWU
16,JANUARI,04/01/2024,WARUNG SAROH,KOT,a. PS,BTO,DBS,100MBPS,PRINGSEWU
8,JANUARI,04/01/2024,Warung Putra,PRW,a. PS,BTO,DBS,100MBPS,PRINGSEWU
28,JANUARI,04/01/2024,VILLA BARU,KRU,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,PRINGSEWU
30,JANUARI,04/01/2024,VILLA SEGARA,KRU,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,PRINGSEWU
,JANUARI,08/01/2024,QNN - GOR WAYHANDAK,KLA,a. PS,KPU,DGS,100MBPS,INNER
9,JANUARI,08/01/2024,PT ALAM LESTARI UNGGUL,SRW,a. PS,STN,DBS,VOICE,INNER
12,JANUARI,08/01/2024,QNN - DKLS,KLA,a. PS,KPU,DGS,100MBPS,INNER
4,JANUARI,06/01/2024,PKBM PERMATA,MET,a. PS,GTM,DBS,75MBPS,METRO
8,JANUARI,08/01/2024,SMKS TAMANSISWA TELUK BETUNG BANDAR LAMPUNG,TJK,a. PS,TA,DBS,150MBPS,INNER
13,JANUARI,08/01/2024,CV SINAR SUKMA WIJAYA,KDT,a. PS,STN,DBS,200MBPS,INNER
14,JANUARI,07/01/2024,WIDHY CELLULAR,WJA,a. PS,BTO,DBS,300MBPS,METRO
15,JANUARI,05/01/2024,SAMSAT MESUJI QQ CV. MAHAKARYA INDONESIA,UNT,a. PS,TA,DGS,100MBPS,METRO
2,JANUARI,05/01/2024,RUANG BUPATI TULANG BAWANG,MGA,a. PS,BTO,DBS,50MBPS,METRO
1,JANUARI,05/01/2024,BUKET BUNGA EPITFLOW,WJA,a. PS,BTO,DBS,200MBPS,METRO
18,JANUARI,05/01/2024,PRINCOM SPEED.NET,UNT,a. PS,TA,DBS,300MBPS,METRO
19,JANUARI,08/01/2024,PT INTIMOBIL SUKSES MAKMUR  ,KDT,a. PS,STN,DBS,VOICE,INNER
3,JANUARI,08/01/2024,SD NEGERI 2 GEDONG AIR,TJK,a. PS,KPU,DBS,100MBPS,INNER
3,JANUARI,08/01/2024,SMKS TAMANSISWA TELUK BETUNG BANDAR LAMPUNG,TJK,a. PS,TA,DBS,50MBPS,INNER
6,JANUARI,08/01/2024,PT INTIMOBIL SUKSES MAKMUR  ,KDT,a. PS,STN,DBS,VOICE,INNER
10,JANUARI,06/01/2024,MENGGALA MEDICAL CENTER,MGA,a. PS,TA,DBS,50MBPS,METRO
12,JANUARI,06/01/2024,UNSPOKEN STUDIO,MET,a. PS,BTO,DBS,50MBPS,METRO
4,JANUARI,08/01/2024,MTSN 1 LAMPUNG TIMUR,MET,a. PS,BTO,DBS,300MBPS,METRO
9,JANUARI,06/01/2024,PENGADILAN NEGERI SUKADANA QQ TUGIMAN,MET,a. PS,GTM,DGS,30MBPS,METRO
6,JANUARI,07/01/2024,WARUNG SS,PRW,a. PS,BTO,DBS,75MBPS,PRINGSEWU
5,JANUARI,09/01/2024,ODABA AYAM GORENG  ,KDT,a. PS,BTO,DBS,50MBPS,INNER
13,JANUARI,05/01/2024,DESA BERDAYA HOMESTAY,KRU,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,PRINGSEWU
22,JANUARI,06/01/2024,LS BESI & BANGUNAN,MET,a. PS,BTO,DBS,100MBPS,METRO
13,JANUARI,08/01/2024,VERNANDA TANAMAN,MET,a. PS,BTO,DBS,50MBPS,METRO
26,JANUARI,08/01/2024,UPTD SMPN 2 WAY JEPARA,WJA,a. PS,BTO,DBS,50MBPS,METRO
2,JANUARI,08/01/2024,PT. KINISO AGENSY INDONESIA,KDT,a. PS,BTO,DBS,200MBPS,INNER
25,JANUARI,11/01/2024,QNN - DERMAGA BOM KALIANDA,KLA,a. PS,KPU,DGS,100MBPS,INNER
6,JANUARI,06/01/2024,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN PRINGSEWU,PRW,a. PS,BTO,DBS,300MBPS,PRINGSEWU
24,JANUARI,06/01/2024,PRAKTIK MANDIRI KEPERAWATAN,KLR,a. PS,BTO,DBS,50MBPS,PRINGSEWU
20,JANUARI,07/01/2024,WARUNG REFAL,KOT,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
21,JANUARI,11/01/2024,MPP LAMSEL QQ KHOLID ALI  ,KDT,a. PS,STN,DGS,30MBPS,INNER
2,JANUARI,11/01/2024,HOKI MART,TKB,a. PS,GTM,DBS,150MBPS,INNER
3,JANUARI,07/01/2024,PT PERTAMINA GEOTHERMAL ENERGY AREA ULUBELU,PRW,a. PS,BTO,DBS,300MBPS,PRINGSEWU
4,JANUARI,09/01/2024,RM FAMILY JAYA ,KDT,a. PS,STN,DBS,50MBPS,INNER
,JANUARI,09/01/2024,PT GUNUNG SEMERU SEJAHTERA,TJK,a. PS,KPU,DBS,75MBPS,INNER
22,JANUARI,09/01/2024,RUMDIN PN TUBA,MGA,a. PS,BTO,DGS,30MBPS,METRO
1,JANUARI,09/01/2024,YONAIS SALON DAN SPA,MET,a. PS,BTO,DBS,150MBPS,METRO
23,JANUARI,09/01/2024,TOKO & SERVICE ELEKTRONIK DASAKOMPUTER,UNT,a. PS,TA,DBS,300MBPS,METRO
13,JANUARI,07/01/2024,ORTON SURF KRUI,KRU,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,PRINGSEWU
3,JANUARI,09/01/2024,ZONA CELL,KLR,a. PS,BTO,DBS,100MBPS,PRINGSEWU
21,JANUARI,30/01/2024,ASABRI,KDT,a. PS,STN,DGS,50 MBPS,INNER
22,JANUARI,26/01/2024,SABANDAR PELABUHAN PANJANG  ,PJN,a. PS,GTM,DBS,200MBPS,INNER
23,JANUARI,08/01/2024,RUMDIN BAGIAN UMUM SETDAKAB TUBA,NTR,KENDALA BUTUH PT2NS/PT3,BTO,DGS,30 MBPS,INNER
25,JANUARI,09/01/2024,SAMSAT PRINGSEWU QQ CV. MAHAKARYA INDONESIA,PRW,a. PS,BTO,DGS,100MBPS,PRINGSEWU
26,JANUARI,09/01/2024,Bondan Bashiron,LKP,e. CANCEL,SIM,DBS,100MBPS,INNER
31,JANUARI,10/01/2024,KANTOR BKPSDM TULANG BAWANG BARAT  ,MGA,a. PS,TA,DBS,300MBPS,METRO
27,JANUARI,10/01/2024,BALAI PEMASYARAKATAN KELAS II METRO,MET,a. PS,BTO,DBS,75 MBPS,METRO
24,JANUARI,10/01/2024,PUSKESMAS SUKOHARJO ,PRW,a. PS,BTO,DBS,300MBPS,PRINGSEWU
7,JANUARI,09/01/2024,PO. PT. LANTRA JAYA LAHAT  ,KDT,KENDALA BUTUH PT2NS/PT3,STN,DBS,150MBPS,INNER
19,JANUARI,09/01/2024,SD NEGERI 1 KARANG MARITIM,PJN,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,INNER
4,JANUARI,10/01/2024,CV SINAR SUKMA WIJAYA,KDT,e. CANCEL,BTO,DBS,200MBPS,INNER
28,JANUARI,10/01/2024,CV SINAR SUKMA WIJAYA,KDT,e. CANCEL,BTO,DBS,200MBPS,INNER
2,JANUARI,11/01/2024,RUMDIN WAKIL PN LAMSEL,KLA,a. PS,KPU,DGS,30MBPS,INNER
4,JANUARI,11/01/2024,MPP LAMSEL QQ KADIS RIO ,TJK,a. PS,KPU,DGS,30MBPS,INNER
35,JANUARI,13/01/2024,MPP LAMSEL QQ JAYANTI,SPS,a. PS,KPU,DGS,30MBPS,INNER
26,JANUARI,13/01/2024,RUMAH DINAS BNI KS TUBUN  ,TJK,a. PS,KPU,DGS,50 MBPS,INNER
36,JANUARI,11/01/2024,SATUAN POLISI PAMONG PRAJA KAB TUBABAR  ,MGA,a. PS,BTO,DBS,75 MBPS,METRO
37,JANUARI,18/01/2024,SMP NEGERI 8 METRO,MET,a. PS,GTM,DBS,150 MBPS,METRO
38,JANUARI,26/01/2024,KEMENDAGRI,NTR,a. PS,BTO,DGS,200MBPS,INNER
1,MEI,30/05/2024,BPKAD BID ANGGARAN KOTA BANDAR LAMPUNG,TKB,a. PS,KPU,DGS,50MBPS,INNER
6,JANUARI,11/01/2024,PENGADILAN NEGERI SUKADANA QQ AAN,MET,a. PS,GTM,DGS,30MBPS,METRO
7,JANUARI,11/01/2024,QNN - LAPANGAN KLD EXPO,KLA,e. CANCEL,KPU,DGS,100MBPS,INNER
33,JANUARI,11/01/2024,QNN - DINAS STUNTING LAMSEL,KLA,e. CANCEL,KPU,DGS,100MBPS,INNER
8,JANUARI,11/01/2024,CV. ANUGRAH GUNA UTAMA,UNT,e. CANCEL,TA,DBS,30MBPS,METRO
9,JANUARI,27/01/2024,SMPN 40 BANDAR LAMPUNG  ,TKB,a. PS,GTM,DBS,50 MBPS,INNER
3,JANUARI,11/01/2024,RUMDIN PN TUBA (HAKIM) ,MGA,e. CANCEL,BTO,DGS,30MBPS,METRO
36,JANUARI,12/01/2024,MAN 1 LAMPUNG TIMUR,MET,a. PS,GTM,DBS,200 MBPS,METRO
29,JANUARI,12/01/2024,KANTOR YPPIL METRO,MET,a. PS,BTO,DGS,300MBPS,METRO
28,JANUARI,15/01/2024,GEREJA KATOLIK SANTO YOHANES RASUL KEDATON,KDT,a. PS,STN,DBS,100 MBPS,INNER
37,JANUARI,12/01/2024,MTS DARUSSALAM,PRW,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
10,JANUARI,13/01/2024,SMA YP UNILA - KETUA YAYASAN  ,TJK,a. PS,KPU,DBS,30MBPS,INNER
11,JANUARI,12/01/2024,UMDIN PN TUBA (HAKIM)  ,MGA,e. CANCEL,BTO,DGS,30MBPS,METRO
12,JANUARI,12/01/2024,AZAW GROUP,MET,e. CANCEL,BTO,DBS,200 MBPS,METRO
13,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
17,JANUARI,15/01/2024,CV KURNIA JAYA PERDANA,KDT,a. PS,STN,DBS,50 MBPS,INNER
18,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
24,JANUARI,13/01/2024,PT. INDOMARCO PRIMATAMA - TC BDL  ,KDT,a. PS,STN,DGS,50 MBPS,INNER
19,JANUARI,27/10/2023,SMPN 7 METRO QQ RUANG GURU,MET,KENDALA BUTUH PT2NS/PT3,BTO,DBS,100 MBPS,METRO
6,JANUARI,12/01/2024,KERUPUK BUKIT  ,BKM,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,PRINGSEWU
1,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
40,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
20,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
25,JANUARI,13/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
26,JANUARI,13/01/2024,,TJK,a. PS,STN,DBS,75 MBPS,INNER
14,JANUARI,13/01/2024,MPP QQ HENDRA,KLA,a. PS,KPU,DGS,30MBPS,INNER
3,JANUARI,14/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
25,JANUARI,14/01/2024,PT AAVAS HURUN HASMITHA  ,TJK,a. PS,KPU,DBS,VOICE,INNER
1,JANUARI,15/01/2024,PT. PERSADA LAMPUNG RAYA  ,KLA,a. PS,KPU,DBS,50 MBPS,INNER
1,JANUARI,14/01/2024,CNC - INTERIOR DESIGN,MET,a. PS,GTM,DBS,200 MBPS,METRO
4,JANUARI,14/01/2024,CNC - INTERIOR DESIGN,MET,a. PS,GTM,DBS,200 MBPS,METRO
2,JANUARI,13/01/2024,MTSN 1 LAMTIM QQ IT,MET,a. PS,GTM,DBS,50 MBPS,METRO
8,JANUARI,13/01/2024,SDN 5 METRO TIMUR,MET,a. PS,GTM,DBS,75 MBPS,METRO
2,JANUARI,13/01/2024,BERKAH CIPTONO ,MET,a. PS,BTO,DBS,200 MBPS,METRO
3,JANUARI,14/01/2024,PT KAMPOENG LINUX,PRW,a. PS,BTO,DBS,300MBPS,PRINGSEWU
10,JANUARI,14/01/2024,LKP ZAHRA,KRU,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
11,JANUARI,14/01/2024,BERKAH SEMBAKOKU,TGP,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
12,JANUARI,15/01/2024,KEDAI FROZEN KATIBUNG,KLA,a. PS,KPU,DBS,50 MBPS,INNER
9,JANUARI,15/01/2024,SRC LEO,LAM,a. PS,BTO,DBS,200MBPS,METRO
15,JANUARI,15/01/2024,SEKRETARIAT KANTOR YPPIL METRO,MET,a. PS,BTO,DBS,300 MBPS,METRO
29,JANUARI,15/01/2024,MTS NEGERI 1 MESUJI ,UNT,a. PS,TA,DBS,100 MBPS,METRO
30,JANUARI,15/01/2024,CCP EVENT ORGANIZER,MET,a. PS,BTO,DBS,300 MBPS,METRO
1,JANUARI,17/01/2024,SDN 1 SRENGSEM,PJN,a. PS,GTM,DBS,75 MBPS,INNER
2,JANUARI,15/01/2024,SMP Negeri 2 Metro,MET,a. PS,GTM,DBS,150 MBPS,METRO
6,JANUARI,15/01/2024,TOKO SAHABAT TANI,MGA,a. PS,BTO,DBS,50 MBPS,METRO
5,JANUARI,15/01/2024,PT ADIRA DINAMIKA MULTIFINANCE TBK  ,BDA,a. PS,BTO,DBS,50 MBPS,METRO
2,JANUARI,15/01/2024,BERLIAN NETWORK,MGA,a. PS,BTO,DBS,50 MBPS,METRO
16,JANUARI,15/01/2024,TOKO ALES JAYA,MET,a. PS,GTM,DBS,50 MBPS,METRO
8,JANUARI,15/01/2024,CV MITRA SEJAHTERA TEGAL SARI II,GDT,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
9,JANUARI,15/01/2024,TOKO FAMILY GLASS  ,LIW,a. PS,GTM,DBS,100 MBPS,PRINGSEWU
1,JANUARI,16/01/2024,PT INDOTRUCK UTAMA,NTR,a. PS,BTO,DBS,50MBPS,INNER
2,JANUARI,16/01/2024,PCN MR DIY XGML,TJK,a. PS,KPU,DBS,50 MBPS,INNER
1,JANUARI,16/01/2024,MPP LAMSEL QQ ASNAWI ,KDT,a. PS,STN,DGS,50 MBPS,INNER
9,JANUARI,16/01/2024,DINAS KEPENDUDUKAN & PENCATATAN SIPIL KAB LAMPUNG TENGAH,BDA,a. PS,BTO,DBS,150 MBPS,METRO
9,JANUARI,16/01/2024,LAB SMP NEGERI 6 METRO,MET,a. PS,BTO,DBS,100 MBPS,METRO
11,JANUARI,15/01/2024,KANTOR DESA TANJUNG BARU,SRW,e. CANCEL,STN,DBS,50 MBPS,INNER
1,JANUARI,16/01/2024,YAYASAN SMK MUHAMMADIYAH ,MET,a. PS,GTM,DBS,300 MBPS,METRO
17,JANUARI,16/01/2024,KANTOR SMP NEGERI 6 METRO,MET,a. PS,BTO,DBS,100 MBPS,METRO
3,JANUARI,16/01/2024,CAFE DWI KARYA WATERPARK - KOPERASI DWI KARYA,BDA,a. PS,BTO,DBS,50 MBPS,METRO
12,JANUARI,16/01/2024,PUSKESMAS WATES,PRW,a. PS,BTO,DBS,200MBPS,PRINGSEWU
15,JANUARI,16/01/2024,PENGINAPAN JOKOWI 2,KRU,a. PS,GTM,DBS,200MBPS,PRINGSEWU
4,JANUARI,17/01/2024,ARENA COMPUTER,UNT,a. PS,TA,DBS,150 MBPS,METRO
2,JANUARI,16/01/2024,DINAS KESEHATAN KOTA METRO,MET,e. CANCEL,BTO,DBS,100 MBPS,METRO
5,JANUARI,20/01/2024,Queen jack,TKB,a. PS,GTM,DBS,200MBPS,INNER
6,JANUARI,17/01/2024,MOMOYO ICE CREAM,WJA,a. PS,BTO,DBS,50 MBPS,METRO
10,JANUARI,17/01/2024,KANTOR KEPALA KAMPUNG PENAWAR JAYA  ,UNT,a. PS,TA,DBS,50 MBPS,METRO
18,JANUARI,16/01/2024,PCN MR DIY XNTR,NTR,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,METRO
7,JANUARI,17/01/2024,SMP NEGERI 3 METRO,MET,a. PS,BTO,DBS,150 MBPS,METRO
